;ticker;Tax Effect Of Unusual Items;Tax Rate For Calcs;Normalized EBITDA;Net Income From Continuing Operation Net Minority Interest;Net Interest Income;EBIT;Interest Expense;Normalized Income;Diluted NI Availto Com Stockholders;Net Income Common Stockholders;Net Income Including Noncontrolling Interests;Net Income Continuous Operations;Tax Provision;Pretax Income;Selling General And Administration;Total Revenue;Operating Revenue;cluster
0;RRRP3.SA;-0.8884848062287561;1.3778919274817365;-0.4768516486201744;-0.4868506515621308;-0.15084037399666372;-0.5495214952824055;-0.28796618676513663;-0.4211162037030359;-0.48947823677482327;-0.4894809049574031;-0.5085999567974916;-0.49995625174431607;-0.5162506054658297;-0.5175825800211591;-0.4761467533482805;-0.6307245163793024;-0.6382803037584848;3
1;ALSO3.SA;0.047454470079413565;-0.7612936691344263;-0.4849301676916424;-0.4860626848842375;-0.15783358051467591;-0.4718307558425497;-0.2789812263806434;-0.47349035068628115;-0.4886715191765851;-0.4886741867030474;-0.49692233868479235;-0.4884569894310037;-0.38047254986414497;-0.47382771231128873;-0.48062126321017473;-0.6424882052395283;-0.6499698140459385;3
2;ALPA4.SA;-0.1241621742031417;0.7449967805538775;-0.49635525783209417;-0.48096589249213634;-0.14871837043229932;-0.49740142991821223;-0.287911896232123;-0.45787362267693515;-0.49307392525146143;-0.49307659635847767;-0.5109725062901436;-0.4931346079839397;-0.3608647070152346;-0.47236110932373426;-0.37486401611166903;-0.583380241071048;-0.5912345683736364;3
3;ABEV3.SA;-2.5829992001252653;1.3778919274817365;1.5476127066443228;1.301047864813975;-0.2317423069003028;1.24206823840274;-0.2080316064630214;1.4571615577253036;1.3409661684133871;1.3409649889632607;1.317166721801621;1.2979249392225767;-0.6298752716588458;0.8294914250298997;2.2384538584389544;0.8705125722982983;0.8534903984859092;0
4;ARZZ3.SA;0.07175405357001668;-0.9479977374781446;-0.49561129215103134;-0.45247051331989124;-0.1549355264700796;-0.47467726135430227;-0.28755225215822283;-0.4469868343289043;-0.45427996846222385;-0.45428260801743636;-0.47214023375748;-0.4640533891004458;-0.3742222172314991;-0.45353718726360287;-0.2788786139484047;-0.5823819365284416;-0.5902425588637398;3
5;ASAI3.SA;0.07156080617715281;-1.1062215242101094;-0.19539624469090147;-0.35309486992813094;-0.24960351904617933;-0.18455829644109117;-0.2227465518363951;-0.3483952489115846;-0.3525395235810887;-0.35254208038901774;-0.37352057967829394;-0.36693998287666973;-0.350803116451888;-0.37316590789306175;0.1014381314285072;0.3856283944578766;0.3716637663439012;3
6;AURE3.SA;0.2711626695454853;-0.8156672734448659;-0.23786193491487606;-0.1713602146271452;-0.03460165201865413;-0.1395082794396289;-0.2682888690910575;-0.22755459461516137;-0.16648020311207434;-0.16648260859470346;-0.19313830677368174;-0.1893127430762945;-0.25674355950498645;-0.21297504991986324;-0.46782087597730926;-0.5577038328352183;-0.5657200684762099;3
7;AZUL4.SA;0.07156080617715281;-1.7865838071575575;-0.2571413178325605;-0.6779280725686991;-0.43580985358468405;-0.1915736146116821;-0.1297788394858005;-0.8891735473141007;-0.6851026489188566;-0.6851054762061929;-0.6950050551069062;-0.6835143285123593;-0.3924502717189528;-0.6262322993255166;-0.4062359320466792;-0.3568803403465984;-0.36616291346293056;3
8;B3SA3.SA;1.4564504988322267;0.34943731372396597;-0.002077918009580017;0.022527196016667746;-0.2500779553899109;0.23644412077965696;-0.24114893688355013;-0.13170890428523563;0.0320210668418513;0.032018822803777276;-0.0017039229408286202;-0.0008021945863279459;0.17378915923135152;0.04216194403970663;-0.4793998678306879;-0.48895225833515477;-0.49740202241546994;3
9;BBSE3.SA;0.07156080617715281;-0.21061951298183304;-0.5551439255520331;0.2497597420494075;-0.147543421791629;0.2765678849680455;-0.2897000446022864;0.24929175189069844;0.2646609727160188;0.2646589178880496;0.22311916378342916;0.22058710102005427;0.15209895861908793;0.20605753140048552;-0.4652669356248547;-0.5744915768935708;-0.582401953657376;3
10;BBDC3.SA;0.3156931202517124;-0.8086263149352935;-0.5551439255520331;2.1164784177681963;4.518116903535426;-0.5320039780502044;4.318505770609184;2.028030871298655;2.175801188300275;2.175800687836073;2.099470675169815;2.068280527297444;0.6913727619069083;1.7593327282343394;4.363995265145712;1.43438928144668;1.413811456851519;1
